Player Display Name,Player First Name,Player Last Name,Player Primary Position,Session Title,Session Type,Session Day of Week,Session Week Number,Drill Title,Total Time,Total Distance,Distance Per Min,Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),High Speed Running (Absolute),High Speed Running (Relative),HSR Per Minute (Absolute),HSR Per Minute (Relative),Sprint Distance,Sprints,Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Max Speed,Player Max Speed,Accelerations (Absolute),Accelerations (Relative),Acceleration Impulse,Accelerations Zone 4 (Absolute),Accelerations Zone 4 (Relative),Accelerations Zone 5 (Absolute),Accelerations Zone 5 (Relative),Accelerations Zone 6 (Absolute),Accelerations Zone 6 (Relative),Accelerations Total Distance Zone 4 (Absolute),Accelerations Total Distance Zone 4 (Relative),Accelerations Total Distance Zone 5 (Absolute),Accelerations Total Distance Zone 5 (Relative),Accelerations Total Distance Zone 6 (Absolute),Accelerations Total Distance Zone 6 (Relative),Accelerations Per Min (Absolute),Accelerations Per Min (Relative),Player Max Accel,Max Acceleration,Decelerations (Absolute),Decelerations (Relative),Decelerations Zone 4 (Absolute),Decelerations Zone 4 (Relative),Decelerations Zone 5 (Absolute),Decelerations Zone 5 (Relative),Decelerations Zone 6 (Absolute),Decelerations Zone 6 (Relative),Decelerations Total Distance Zone 4 (Absolute),Decelerations Total Distance Zone 4 (Relative),Decelerations Total Distance Zone 5 (Absolute),Decelerations Total Distance Zone 5 (Relative),Decelerations Total Distance Zone 6 (Absolute),Decelerations Total Distance Zone 6 (Relative),Decels Per Min (Absolute),Decelerations Per Min (Relative),Player Max Decel,Max Deceleration,Average Time Since Last Accel,Average Time Since Last Decel,HML Efforts,Dynamic Load Anterior,Dynamic Load Lateral,Dynamic Load Vertical,Mechanical Load,Total Loading,Time In Heart Rate Zone 5 (Absolute),Time In Heart Rate Zone 5 (Relative),Time In Heart Rate Zone 6 (Absolute),Time In Heart Rate Zone 6 (Relative),Average Heart Rate,Heart Rate Load,Max Heart Rate,Player Max Heart Rate,Step Balance,Fatigue Index,Drill Date,Session Date,Unnamed: 89
Konstantinos Koulierakis,Konstantinos,Koulierakis,Central Defender,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,90,9740,108.2,327,327,178,178,150,150,594,545,6.61,6.61,214,6,8,8,3,3,2,2,30.6,31.9,48,48,,24,24,14,14,9,9,,,,,,,0.54,0.54,4.57,4.96,46,46,23,23,13,13,9,9,,,,,,,0.52,0.52,-4.56,-4.99,8.8,19.9,40,298,260,186,744,862,16.2,16.2,5.4,5.4,151,243,189,197,50.8,6.4,9/8/2025,9/8/2025,
Ntinos Mavropanos,Ntinos,Mavropanos,Central Defender,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,90,9533,105.9,340,340,185,185,138,138,618,636,6.86,6.86,197,6,8,8,4,4,2,2,31.0,32.4,41,41,,20,20,12,12,8,8,,,,,,,0.46,0.46,4.62,3.87,43,43,21,21,12,12,8,8,,,,,,,0.48,0.48,-5.72,-5.12,8.6,13.5,42,313,274,195,781,888,16.2,16.2,5.4,5.4,167,238,195,196,49.3,7.3,9/8/2025,9/8/2025,
Dimitris Kourbelis,Dimitris,Kourbelis,Defensive Midfielder,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,64,8392,131.1,277,390,151,212,149,209,503,704,7.87,7.87,213,9,6,9,3,4,3,4,30.4,32.3,36,51,,18,25,11,15,7,10,,,,,,,0.57,0.57,5.84,3.61,37,52,18,26,11,15,7,10,,,,,,,0.59,0.59,-5.47,-3.64,11.5,11.2,39,266,233,166,664,773,11.5,16.2,3.8,5.4,160,210,196,192,50.1,8.3,9/8/2025,9/8/2025,
Christos Tzolis,Christos,Tzolis,Winger,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,83,9670,116.5,645,699,351,381,386,419,1171,1227,14.11,14.11,552,22,16,17,7,8,7,8,33.7,35.6,44,48,,22,24,13,14,8,9,,,,,,,0.53,0.53,4.79,3.67,41,44,20,22,12,13,7,8,,,,,,,0.49,0.49,-6.08,-3.98,11.4,19.8,46,272,238,171,681,770,14.9,16.2,5.0,5.4,166,242,188,195,49.2,5.0,9/8/2025,9/8/2025,
Vangelis Pavlidis,Vangelis,Pavlidis,Striker,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,90,10328,114.8,634,634,346,346,389,389,1153,1115,12.82,12.82,556,16,15,15,7,7,7,7,33.1,34.2,47,47,,23,23,14,14,9,9,,,,,,,0.52,0.52,5.48,5.41,44,44,22,22,13,13,8,8,,,,,,,0.49,0.49,-6.05,-3.34,19.6,11.5,48,320,280,200,801,949,16.2,16.2,5.4,5.4,156,258,191,195,48.0,4.6,9/8/2025,9/8/2025,
Christos Zafeiris,Christos,Zafeiris,Defensive Midfielder,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,75,10268,136.9,391,469,213,256,161,193,710,801,9.47,9.47,230,8,9,11,4,5,2,3,30.3,32.1,45,54,,22,27,13,16,8,10,,,,,,,0.6,0.6,6.05,4.92,46,55,22,27,13,16,9,11,,,,,,,0.62,0.62,-6.05,-5.11,8.3,12.1,42,302,264,188,754,902,13.5,16.2,4.5,5.4,157,257,197,199,49.7,3.5,9/8/2025,9/8/2025,
Giannis Konstantelias,Giannis,Konstantelias,Offensive Midfielder,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,46,5123,111.4,214,163,117,89,133,101,389,307,8.47,8.47,191,8,5,4,1,1,3,2,33.0,33.0,24,18,,12,9,7,5,4,3,,,,,,,0.52,0.52,5.24,5.33,21,16,11,8,7,5,4,3,,,,,,,0.49,0.49,-5.24,-4.34,18.1,16.0,22,168,147,105,419,502,8.3,6.3,2.8,2.1,157,127,190,200,48.7,2.4,9/8/2025,9/8/2025,
Konstantinos Karetsas,Konstantinos,Karetsas,Winger,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,46,5337,116.0,367,718,200,392,163,319,668,1290,14.51,14.51,233,8,9,17,4,8,3,6,34.0,35.1,25,49,,12,24,7,14,5,9,,,,,,,0.55,0.55,5.6,4.71,25,49,12,24,7,14,5,9,,,,,,,0.55,0.55,-4.99,-4.31,18.7,14.7,27,150,132,94,376,410,8.3,16.2,2.8,5.4,162,133,191,196,49.8,3.4,9/8/2025,9/8/2025,
Kostas Tsimikas,Kostas,Tsimikas,Full Back,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,90,10311,114.6,624,624,340,340,353,353,1134,1078,12.6,12.6,504,21,15,15,7,7,7,7,32.7,34.0,45,45,,22,22,13,13,9,9,,,,,,,0.51,0.51,6.19,5.36,43,43,21,21,13,13,8,8,,,,,,,0.48,0.48,-5.2,-4.87,15.5,17.7,48,326,285,204,815,948,16.2,16.2,5.4,5.4,150,258,187,194,51.4,2.3,9/8/2025,9/8/2025,
Tasos Bakasetas,Tasos,Bakasetas,Offensive Midfielder,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,44,5472,124.4,226,463,123,252,111,227,412,851,9.35,9.35,158,6,5,11,2,5,2,4,31.7,33.2,27,56,,14,28,8,16,5,11,,,,,,,0.63,0.63,4.89,5.47,28,58,14,29,8,17,5,11,,,,,,,0.65,0.65,-5.01,-5.74,17.9,19.4,27,172,151,108,431,472,7.9,16.2,2.6,5.4,166,137,186,194,51.3,6.8,9/8/2025,9/8/2025,
Giorgos Masouras,Giorgos,Masouras,Winger,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,44,4942,112.3,274,280,150,153,181,185,497,492,11.3,11.3,258,10,6,6,3,3,3,3,34.1,34.9,21,21,,10,10,6,6,4,4,,,,,,,0.48,0.48,5.41,3.47,22,22,11,11,6,6,4,4,,,,,,,0.5,0.5,-4.59,-4.9,14.0,14.5,22,154,135,97,387,438,7.9,8.1,2.6,2.7,157,123,188,198,51.3,2.1,9/8/2025,9/8/2025,
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,26,3435,132.1,123,213,67,116,62,108,223,393,8.59,8.59,89,3,3,5,1,2,1,2,31.4,32.0,14,25,,7,12,4,7,3,5,,,,,,,0.57,0.57,5.78,5.1,13,23,6,11,3,6,2,4,,,,,,,0.51,0.51,-5.54,-3.23,9.1,9.6,16,116,101,72,289,346,4.7,8.1,1.6,2.7,167,86,190,198,51.9,5.4,9/8/2025,9/8/2025,
Fotis Ioannidis,Fotis,Ioannidis,Striker,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,15,1736,115.7,91,169,49,92,69,128,164,300,10.97,10.97,98,4,2,4,1,2,1,2,32.9,33.9,8,15,,4,7,2,4,2,3,,,,,,,0.55,0.55,5.35,3.43,8,15,4,7,2,4,2,3,,,,,,,0.55,0.55,-5.07,-5.14,16.2,14.5,8,53,47,33,132,140,2.7,5.0,0.9,1.7,162,43,193,192,51.3,5.7,9/8/2025,9/8/2025,
Dimitris Pelkas,Dimitris,Pelkas,Offensive Midfielder,GRE 0-3 DEN,Match Day,Monday,37,Entire Session,7,799,114.2,42,269,23,147,23,150,76,492,10.87,10.87,33,1,1,6,0,3,0,2,32.6,33.3,4,23,,2,11,1,7,1,4,,,,,,,0.52,0.52,5.73,4.36,4,23,2,11,1,6,1,4,,,,,,,0.51,0.51,-4.88,-4.1,15.6,8.5,3,26,23,16,65,77,1.3,8.1,0.4,2.7,158,20,191,194,51.6,3.4,9/8/2025,9/8/2025,
Konstantinos Tzolakis,Konstantinos,Tzolakis,Goalkeeper,Team Training,MD-3,Monday,41,Team Training,72,3693,51.3,31,31,17,17,9,9,56,53,0.78,0.78,13,0,0,0,0,0,0,0,24.2,26.8,12,12,,6,6,3,3,2,2,,,,,,,0.18,0.18,5.03,5.35,12,12,6,6,3,3,2,2,,,,,,,0.18,0.18,-6.33,-4.55,10.3,13.1,18,106,93,67,266,315,7.2,7.2,2.2,2.2,145,92,196,198,48.9,3.7,10/6/2025,10/6/2025,
Odysseas Vlachodimos,Odysseas,Vlachodimos,Goalkeeper,Team Training,MD-3,Monday,41,Team Training,65,3552,54.6,28,28,15,15,6,6,51,51,0.78,0.78,9,0,0,0,0,0,0,0,23.6,27.3,12,12,,6,6,3,3,2,2,,,,,,,0.2,0.2,5.01,4.41,11,11,5,5,3,3,2,2,,,,,,,0.18,0.18,-4.61,-3.82,9.7,18.4,14,99,86,62,247,287,6.5,6.5,1.9,1.9,144,89,191,197,49.9,6.1,10/6/2025,10/6/2025,
Christos Mandas,Christos,Mandas,Goalkeeper,Team Training,MD-3,Monday,41,Team Training,65,3627,55.8,35,35,19,19,9,9,63,57,0.97,0.97,13,0,0,0,0,0,0,0,24.1,27.5,14,14,,7,7,4,4,2,2,,,,,,,0.22,0.22,5.98,5.12,13,13,6,6,4,4,2,2,,,,,,,0.21,0.21,-5.53,-3.54,11.1,13.0,15,120,105,75,300,317,6.5,6.5,1.9,1.9,135,91,190,200,49.8,4.4,10/6/2025,10/6/2025,
Giorgos Vagiannidis,Giorgos,Vagiannidis,Full Back,Team Training,MD-3,Monday,41,Team Training,88,9097,103.4,307,307,168,168,133,133,558,563,6.35,6.35,191,6,7,7,3,3,2,2,30.0,33.8,30,30,,15,15,9,9,6,6,,,,,,,0.35,0.35,4.64,3.86,30,30,15,15,9,9,6,6,,,,,,,0.34,0.34,-5.48,-3.69,8.3,8.7,35,275,241,172,688,801,8.8,8.8,2.6,2.6,140,227,196,194,49.9,4.7,10/6/2025,10/6/2025,
Kostas Tsimikas,Kostas,Tsimikas,Full Back,Team Training,MD-3,Monday,41,Team Training,80,8647,108.1,375,375,204,204,142,142,681,636,8.51,8.51,203,8,9,9,4,4,2,2,30.3,34.1,30,30,,15,15,9,9,6,6,,,,,,,0.38,0.38,5.31,3.54,31,31,15,15,9,9,6,6,,,,,,,0.39,0.39,-5.13,-4.77,8.6,13.6,36,244,214,153,610,654,8.0,8.0,2.4,2.4,153,216,191,199,51.3,4.1,10/6/2025,10/6/2025,
Lazaros Rota,Lazaros,Rota,Full Back,Team Training,MD-3,Monday,41,Team Training,72,7541,104.7,326,326,178,178,102,102,594,565,8.24,8.24,146,5,8,8,3,3,2,2,30.5,33.9,26,26,,13,13,8,8,5,5,,,,,,,0.37,0.37,5.11,3.29,24,24,12,12,7,7,4,4,,,,,,,0.34,0.34,-4.96,-3.58,17.2,15.5,37,252,221,158,631,687,7.2,7.2,2.2,2.2,148,189,186,192,50.4,8.8,10/6/2025,10/6/2025,
Ntinos Mavropanos,Ntinos,Mavropanos,Central Defender,Team Training,MD-3,Monday,41,Team Training,65,6492,99.9,178,178,97,97,50,50,324,296,4.99,4.99,71,3,4,4,2,2,0,0,29.5,31.8,24,24,,12,12,7,7,4,4,,,,,,,0.38,0.38,5.04,3.23,26,26,13,13,7,7,5,5,,,,,,,0.4,0.4,-5.5,-3.21,14.9,10.0,25,198,173,124,495,544,6.5,6.5,1.9,1.9,149,162,192,198,51.3,3.8,10/6/2025,10/6/2025,
Konstantinos Koulierakis,Konstantinos,Koulierakis,Central Defender,Team Training,MD-3,Monday,41,Team Training,80,7089,88.6,209,209,114,114,66,66,380,377,4.75,4.75,95,3,5,5,2,2,1,1,28.5,32.7,26,26,,13,13,8,8,5,5,,,,,,,0.34,0.34,5.76,3.76,24,24,12,12,7,7,4,4,,,,,,,0.31,0.31,-6.01,-5.71,17.6,19.7,30,224,196,140,559,650,8.0,8.0,2.4,2.4,153,177,196,196,51.5,8.5,10/6/2025,10/6/2025,
Pantelis Hatzidiakos,Pantelis,Hatzidiakos,Central Defender,Team Training,MD-3,Monday,41,Team Training,80,8320,104.0,206,206,112,112,81,81,375,365,4.68,4.68,116,3,5,5,2,2,1,1,28.1,32.5,27,27,,13,13,8,8,5,5,,,,,,,0.35,0.35,4.73,3.97,26,26,13,13,7,7,5,5,,,,,,,0.33,0.33,-4.7,-4.02,19.8,18.5,42,233,204,146,584,693,8.0,8.0,2.4,2.4,147,208,188,200,51.0,8.5,10/6/2025,10/6/2025,
Panagiotis Retsos,Panagiotis,Retsos,Central Defender,Team Training,MD-3,Monday,41,Team Training,80,7049,88.1,162,162,88,88,62,62,295,286,3.69,3.69,89,3,4,4,1,1,1,1,29.5,32.2,25,25,,12,12,7,7,5,5,,,,,,,0.31,0.31,5.9,5.35,25,25,12,12,7,7,5,5,,,,,,,0.32,0.32,-4.95,-3.42,17.4,10.0,34,221,194,138,553,610,8.0,8.0,2.4,2.4,148,176,192,194,48.1,4.1,10/6/2025,10/6/2025,
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-3,Monday,41,Team Training,72,7885,109.5,288,288,157,157,126,126,524,486,7.27,7.27,180,7,7,7,3,3,2,2,30.3,34.6,26,26,,13,13,7,7,5,5,,,,,,,0.37,0.37,5.71,4.02,24,24,12,12,7,7,4,4,,,,,,,0.34,0.34,-5.87,-4.74,12.9,18.9,30,255,223,160,638,683,7.2,7.2,2.2,2.2,154,197,191,200,50.3,4.7,10/6/2025,10/6/2025,
Dimitris Kourbelis,Dimitris,Kourbelis,Defensive Midfielder,Team Training,MD-3,Monday,41,Team Training,80,8675,108.4,243,243,132,132,63,63,442,449,5.52,5.52,90,3,6,6,2,2,1,1,28.6,31.8,30,30,,15,15,9,9,6,6,,,,,,,0.38,0.38,5.35,3.25,30,30,15,15,9,9,6,6,,,,,,,0.38,0.38,-6.32,-5.36,13.3,12.5,42,291,254,182,727,855,8.0,8.0,2.4,2.4,146,217,195,198,52.0,4.2,10/6/2025,10/6/2025,
Christos Zafeiris,Christos,Zafeiris,Defensive Midfielder,Team Training,MD-3,Monday,41,Team Training,88,9523,108.2,266,266,145,145,76,76,484,496,5.5,5.5,109,4,6,6,3,3,1,1,27.9,32.2,30,30,,15,15,9,9,6,6,,,,,,,0.35,0.35,5.54,4.6,29,29,14,14,8,8,5,5,,,,,,,0.34,0.34,-4.68,-5.05,17.3,10.6,44,301,263,188,752,797,8.8,8.8,2.6,2.6,138,238,192,193,50.5,3.7,10/6/2025,10/6/2025,
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-3,Monday,41,Team Training,80,9719,121.5,226,226,124,124,83,83,412,393,5.15,5.15,118,5,5,5,2,2,1,1,28.5,31.7,39,39,,19,19,11,11,7,7,,,,,,,0.49,0.49,6.05,3.66,37,37,18,18,11,11,7,7,,,,,,,0.47,0.47,-6.18,-3.88,13.7,14.2,38,280,245,175,701,783,8.0,8.0,2.4,2.4,138,243,187,199,49.0,4.3,10/6/2025,10/6/2025,
Christos Mouzakitis,Christos,Mouzakitis,Defensive Midfielder,Team Training,MD-3,Monday,41,Team Training,88,10637,120.9,240,240,131,131,80,80,436,422,4.96,4.96,115,4,6,6,2,2,1,1,28.6,32.2,41,41,,20,20,12,12,8,8,,,,,,,0.48,0.48,5.94,3.53,42,42,21,21,12,12,8,8,,,,,,,0.49,0.49,-5.67,-3.59,12.9,13.2,42,299,262,187,748,830,8.8,8.8,2.6,2.6,135,266,187,192,51.6,4.5,10/6/2025,10/6/2025,
Tasos Bakasetas,Tasos,Bakasetas,Offensive Midfielder,Team Training,MD-3,Monday,41,Team Training,80,8180,102.2,270,270,147,147,109,109,490,477,6.13,6.13,155,6,6,6,3,3,2,2,29.3,33.1,31,31,,15,15,9,9,6,6,,,,,,,0.4,0.4,4.58,3.31,28,28,14,14,8,8,5,5,,,,,,,0.36,0.36,-5.12,-5.28,13.7,11.8,36,248,217,155,620,714,8.0,8.0,2.4,2.4,149,204,190,197,48.5,4.4,10/6/2025,10/6/2025,
Petros Mantalos,Petros,Mantalos,Offensive Midfielder,Team Training,MD-3,Monday,41,Team Training,88,10432,118.5,338,338,185,185,112,112,615,629,6.99,6.99,159,7,8,8,4,4,2,2,29.1,33.1,39,39,,19,19,11,11,7,7,,,,,,,0.45,0.45,5.06,4.29,38,38,19,19,11,11,7,7,,,,,,,0.43,0.43,-5.83,-4.2,18.5,15.2,42,297,260,186,743,815,8.8,8.8,2.6,2.6,138,261,185,196,50.8,3.5,10/6/2025,10/6/2025,
Giannis Konstantelias,Giannis,Konstantelias,Offensive Midfielder,Team Training,MD-3,Monday,41,Team Training,88,8766,99.6,301,301,164,164,105,105,548,530,6.22,6.22,150,5,7,7,3,3,2,2,29.6,33.1,35,35,,17,17,10,10,7,7,,,,,,,0.4,0.4,5.99,3.7,35,35,17,17,10,10,7,7,,,,,,,0.4,0.4,-5.02,-3.47,10.3,12.0,39,245,214,153,613,702,8.8,8.8,2.6,2.6,154,219,186,195,49.1,8.1,10/6/2025,10/6/2025,
Dimitris Pelkas,Dimitris,Pelkas,Offensive Midfielder,Team Training,MD-3,Monday,41,Team Training,88,9797,111.3,305,305,166,166,116,116,554,531,6.29,6.29,166,5,7,7,3,3,2,2,30.1,32.8,35,35,,17,17,10,10,7,7,,,,,,,0.4,0.4,5.9,4.8,32,32,16,16,9,9,6,6,,,,,,,0.36,0.36,-5.82,-4.03,14.0,11.5,49,323,283,202,808,901,8.8,8.8,2.6,2.6,142,245,193,200,48.5,2.1,10/6/2025,10/6/2025,
Konstantinos Karetsas,Konstantinos,Karetsas,Winger,Team Training,MD-3,Monday,41,Team Training,65,6278,96.6,265,265,145,145,140,140,482,502,7.42,7.42,201,8,6,6,3,3,2,2,31.8,35.0,20,20,,10,10,6,6,4,4,,,,,,,0.31,0.31,4.68,4.47,20,20,10,10,6,6,4,4,,,,,,,0.32,0.32,-5.3,-5.61,12.5,17.5,26,176,154,110,440,478,6.5,6.5,1.9,1.9,140,157,185,192,49.7,5.3,10/6/2025,10/6/2025,
Christos Tzolis,Christos,Tzolis,Winger,Team Training,MD-3,Monday,41,Team Training,80,8555,106.9,368,368,201,201,161,161,669,642,8.36,8.36,231,9,9,9,4,4,3,3,30.6,35.0,30,30,,15,15,9,9,6,6,,,,,,,0.38,0.38,4.89,4.87,28,28,14,14,8,8,5,5,,,,,,,0.36,0.36,-6.48,-5.21,10.7,15.7,37,242,212,151,605,713,8.0,8.0,2.4,2.4,142,214,196,197,49.6,7.3,10/6/2025,10/6/2025,
Giorgos Masouras,Giorgos,Masouras,Winger,Team Training,MD-3,Monday,41,Team Training,80,7787,97.3,350,350,191,191,118,118,637,663,7.96,7.96,169,6,8,8,4,4,2,2,31.9,35.6,28,28,,14,14,8,8,5,5,,,,,,,0.35,0.35,4.6,3.59,26,26,13,13,7,7,5,5,,,,,,,0.33,0.33,-5.17,-3.71,8.1,16.3,39,237,208,148,593,684,8.0,8.0,2.4,2.4,137,195,185,195,49.8,7.8,10/6/2025,10/6/2025,
Vangelis Pavlidis,Vangelis,Pavlidis,Striker,Team Training,MD-3,Monday,41,Team Training,80,8804,110.0,384,384,209,209,124,124,698,629,8.72,8.72,177,5,9,9,4,4,2,2,31.2,33.9,33,33,,16,16,10,10,6,6,,,,,,,0.42,0.42,4.9,4.64,35,35,17,17,10,10,7,7,,,,,,,0.44,0.44,-5.26,-4.34,13.9,18.5,39,259,226,162,647,762,8.0,8.0,2.4,2.4,150,220,197,196,50.2,4.2,10/6/2025,10/6/2025,
Fotis Ioannidis,Fotis,Ioannidis,Striker,Team Training,MD-3,Monday,41,Team Training,80,7217,90.2,299,299,163,163,111,111,543,558,6.79,6.79,158,6,7,7,3,3,2,2,30.9,33.9,25,25,,12,12,7,7,5,5,,,,,,,0.32,0.32,5.53,4.9,27,27,13,13,8,8,5,5,,,,,,,0.34,0.34,-6.39,-4.21,16.3,14.2,32,213,186,133,532,593,8.0,8.0,2.4,2.4,154,180,185,194,51.6,6.6,10/6/2025,10/6/2025,
Konstantinos Tzolakis,Konstantinos,Tzolakis,Goalkeeper,Team Training,MD-2,Tuesday,41,Team Training,88,3821,43.4,29,29,16,16,8,8,53,55,0.6,0.6,12,0,0,0,0,0,0,0,24.1,27.2,12,12,,6,6,3,3,2,2,,,,,,,0.14,0.14,5.77,4.99,11,11,5,5,3,3,2,2,,,,,,,0.13,0.13,-4.74,-5.48,19.5,19.8,19,111,97,69,277,318,8.8,8.8,2.6,2.6,140,96,196,200,51.5,5.3,10/7/2025,10/7/2025,
Odysseas Vlachodimos,Odysseas,Vlachodimos,Goalkeeper,Team Training,MD-2,Tuesday,41,Team Training,72,2884,40.1,26,26,14,14,5,5,48,49,0.66,0.66,8,0,0,0,0,0,0,0,23.6,27.7,9,9,,4,4,2,2,1,1,,,,,,,0.14,0.14,5.28,4.19,9,9,4,4,2,2,1,1,,,,,,,0.14,0.14,-4.56,-3.57,10.7,11.8,12,80,70,50,201,211,7.2,7.2,2.2,2.2,153,72,188,197,51.6,6.0,10/7/2025,10/7/2025,
Christos Mandas,Christos,Mandas,Goalkeeper,Team Training,MD-2,Tuesday,41,Team Training,72,3046,42.3,25,25,14,14,6,6,46,47,0.64,0.64,9,0,0,0,0,0,0,0,24.5,27.2,12,12,,6,6,3,3,2,2,,,,,,,0.17,0.17,5.56,3.53,12,12,6,6,3,3,2,2,,,,,,,0.17,0.17,-5.2,-4.83,10.5,16.5,13,93,81,58,231,263,7.2,7.2,2.2,2.2,147,76,195,198,49.4,7.1,10/7/2025,10/7/2025,
Giorgos Vagiannidis,Giorgos,Vagiannidis,Full Back,Team Training,MD-2,Tuesday,41,Team Training,88,8312,94.5,347,347,189,189,130,130,631,637,7.17,7.17,186,7,8,8,4,4,2,2,30.8,34.2,33,33,,16,16,9,9,6,6,,,,,,,0.38,0.38,5.36,4.42,31,31,15,15,9,9,6,6,,,,,,,0.36,0.36,-4.73,-3.92,19.8,9.8,36,251,220,157,628,693,8.8,8.8,2.6,2.6,153,208,189,196,48.2,8.1,10/7/2025,10/7/2025,
Kostas Tsimikas,Kostas,Tsimikas,Full Back,Team Training,MD-2,Tuesday,41,Team Training,80,6924,86.5,310,310,169,169,94,94,564,571,7.05,7.05,134,4,7,7,3,3,1,1,30.7,33.7,23,23,,11,11,6,6,4,4,,,,,,,0.29,0.29,6.16,3.33,24,24,12,12,7,7,4,4,,,,,,,0.3,0.3,-4.88,-5.03,16.4,13.4,32,220,192,137,550,657,8.0,8.0,2.4,2.4,138,173,191,193,49.7,6.7,10/7/2025,10/7/2025,
Lazaros Rota,Lazaros,Rota,Full Back,Team Training,MD-2,Tuesday,41,Team Training,80,7243,90.5,287,287,156,156,95,95,521,516,6.52,6.52,136,4,7,7,3,3,1,1,29.8,34.4,22,22,,11,11,6,6,4,4,,,,,,,0.29,0.29,5.91,5.36,22,22,11,11,6,6,4,4,,,,,,,0.28,0.28,-5.37,-5.76,8.9,19.1,34,214,187,134,535,609,8.0,8.0,2.4,2.4,146,181,197,197,51.6,4.7,10/7/2025,10/7/2025,
Ntinos Mavropanos,Ntinos,Mavropanos,Central Defender,Team Training,MD-2,Tuesday,41,Team Training,72,5728,79.6,144,144,78,78,47,47,262,242,3.63,3.63,67,3,3,3,1,1,0,0,29.3,32.4,18,18,,9,9,5,5,3,3,,,,,,,0.26,0.26,5.36,5.26,18,18,9,9,5,5,3,3,,,,,,,0.26,0.26,-4.73,-3.16,16.4,13.1,28,167,146,104,417,446,7.2,7.2,2.2,2.2,140,143,193,194,51.2,3.7,10/7/2025,10/7/2025,
Konstantinos Koulierakis,Konstantinos,Koulierakis,Central Defender,Team Training,MD-2,Tuesday,41,Team Training,88,7317,83.1,182,182,99,99,69,69,331,340,3.76,3.76,98,4,4,4,2,2,1,1,28.0,31.9,23,23,,11,11,7,7,4,4,,,,,,,0.27,0.27,5.48,4.3,22,22,11,11,6,6,4,4,,,,,,,0.25,0.25,-5.11,-4.37,14.2,16.0,37,234,205,146,584,670,8.8,8.8,2.6,2.6,140,183,196,193,50.9,3.1,10/7/2025,10/7/2025,
Pantelis Hatzidiakos,Pantelis,Hatzidiakos,Central Defender,Team Training,MD-2,Tuesday,41,Team Training,72,6327,87.9,186,186,101,101,63,63,338,308,4.69,4.69,90,3,4,4,2,2,1,1,28.7,31.8,19,19,,9,9,5,5,3,3,,,,,,,0.28,0.28,5.49,5.06,18,18,9,9,5,5,3,3,,,,,,,0.26,0.26,-5.23,-3.15,8.8,10.8,31,200,175,125,501,570,7.2,7.2,2.2,2.2,137,158,195,193,48.7,4.5,10/7/2025,10/7/2025,
Panagiotis Retsos,Panagiotis,Retsos,Central Defender,Team Training,MD-2,Tuesday,41,Team Training,65,5415,83.3,125,125,68,68,39,39,228,224,3.5,3.5,56,2,3,3,1,1,0,0,28.3,32.2,16,16,,8,8,5,5,3,3,,,,,,,0.26,0.26,5.37,3.98,16,16,8,8,5,5,3,3,,,,,,,0.26,0.26,-5.28,-4.68,18.2,8.8,23,166,146,104,416,499,6.5,6.5,1.9,1.9,154,135,194,198,48.1,7.1,10/7/2025,10/7/2025,
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-2,Tuesday,41,Team Training,88,8273,94.0,350,350,191,191,128,128,637,614,7.24,7.24,182,7,8,8,4,4,2,2,30.0,34.5,28,28,,14,14,8,8,5,5,,,,,,,0.32,0.32,5.45,5.07,26,26,13,13,8,8,5,5,,,,,,,0.3,0.3,-5.12,-3.14,12.3,10.8,34,273,239,171,684,750,8.8,8.8,2.6,2.6,151,207,191,197,50.8,3.0,10/7/2025,10/7/2025,
